"","Age","Gender","Impressions","Clicks","Signed_In","CTR","ageGroup","CTRGroup"
"95349",57,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"95425",68,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"95436",64,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"95478",52,"0",10,1,"1",0.1,"45-54","0.0-0.2"
"95495",57,"0",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"95513",69,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"95566",59,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"95578",42,"0",2,1,"1",0.5,"35-44","0.4-0.6"
"95586",71,"1",9,1,"1",0.111111111111111,"65+","0.0-0.2"
"95606",57,"0",4,1,"1",0.25,"55-64","0.2-0.4"
"95657",62,"1",9,1,"1",0.111111111111111,"55-64","0.0-0.2"
"95667",19,"0",2,1,"1",0.5,"18-24","0.4-0.6"
"95679",56,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"95700",52,"0",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"95731",39,"1",10,1,"1",0.1,"35-44","0.0-0.2"
"95736",63,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"95758",78,"1",10,1,"1",0.1,"65+","0.0-0.2"
"95940",43,"0",2,1,"1",0.5,"35-44","0.4-0.6"
"95975",31,"1",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"95982",71,"0",4,1,"1",0.25,"65+","0.2-0.4"
"95986",33,"1",5,1,"1",0.2,"25-34","0.2-0.4"
"95987",75,"0",4,1,"1",0.25,"65+","0.2-0.4"
"95998",19,"0",3,1,"1",0.333333333333333,"18-24","0.2-0.4"
"96041",27,"0",9,1,"1",0.111111111111111,"25-34","0.0-0.2"
"96062",63,"1",7,2,"1",0.285714285714286,"55-64","0.2-0.4"
"96087",24,"1",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"96126",31,"1",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"96134",42,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"96147",61,"0",2,1,"1",0.5,"55-64","0.4-0.6"
"96193",50,"1",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"96223",59,"1",8,2,"1",0.25,"55-64","0.2-0.4"
"96234",13,"1",8,1,"1",0.125,"18-","0.0-0.2"
"96235",15,"1",5,1,"1",0.2,"18-","0.2-0.4"
"96236",41,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"96274",56,"0",8,1,"1",0.125,"55-64","0.0-0.2"
"96314",26,"1",8,1,"1",0.125,"25-34","0.0-0.2"
"96331",60,"0",4,1,"1",0.25,"55-64","0.2-0.4"
"96332",32,"1",4,1,"1",0.25,"25-34","0.2-0.4"
"96347",43,"0",4,1,"1",0.25,"35-44","0.2-0.4"
"96352",41,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"96360",25,"1",4,1,"1",0.25,"25-34","0.2-0.4"
"96366",43,"0",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"96398",34,"1",5,1,"1",0.2,"25-34","0.2-0.4"
"96411",36,"0",2,1,"1",0.5,"35-44","0.4-0.6"
"96420",59,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"96451",47,"1",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"96473",13,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"96486",56,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"96490",31,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"96553",13,"1",8,1,"1",0.125,"18-","0.0-0.2"
"96555",51,"0",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"96594",50,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"96616",38,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"96621",18,"1",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"96678",17,"0",6,2,"1",0.333333333333333,"18-","0.2-0.4"
"96774",18,"1",4,1,"1",0.25,"18-","0.2-0.4"
"96818",53,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"96872",27,"1",5,1,"1",0.2,"25-34","0.2-0.4"
"96949",15,"0",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"96977",48,"1",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"97014",36,"1",11,1,"1",0.0909090909090909,"35-44","0.0-0.2"
"97020",57,"1",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"97025",61,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"97107",67,"1",5,2,"1",0.4,"65+","0.4-0.6"
"97108",51,"0",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"97126",38,"0",2,1,"1",0.5,"35-44","0.4-0.6"
"97168",17,"0",6,2,"1",0.333333333333333,"18-","0.2-0.4"
"97208",36,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"97224",42,"0",8,1,"1",0.125,"35-44","0.0-0.2"
"97250",62,"0",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"97296",17,"1",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"97299",19,"1",5,1,"1",0.2,"18-24","0.2-0.4"
"97305",20,"1",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"97369",17,"1",4,1,"1",0.25,"18-","0.2-0.4"
"97377",41,"1",6,2,"1",0.333333333333333,"35-44","0.2-0.4"
"97380",65,"1",4,1,"1",0.25,"65+","0.2-0.4"
"97406",57,"1",7,2,"1",0.285714285714286,"55-64","0.2-0.4"
"97425",30,"0",2,1,"1",0.5,"25-34","0.4-0.6"
"97472",16,"1",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"97478",21,"0",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"97510",29,"1",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"97664",22,"1",3,1,"1",0.333333333333333,"18-24","0.2-0.4"
"97735",38,"1",10,1,"1",0.1,"35-44","0.0-0.2"
"97771",52,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"97786",86,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"97787",46,"1",4,1,"1",0.25,"45-54","0.2-0.4"
"97794",74,"0",5,1,"1",0.2,"65+","0.2-0.4"
"97798",16,"0",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"97828",30,"1",8,1,"1",0.125,"25-34","0.0-0.2"
"97862",60,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"97874",68,"1",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"97916",52,"0",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"97968",90,"0",9,1,"1",0.111111111111111,"65+","0.0-0.2"
"98049",15,"1",2,1,"1",0.5,"18-","0.4-0.6"
"98063",19,"0",3,1,"1",0.333333333333333,"18-24","0.2-0.4"
"98161",48,"1",11,1,"1",0.0909090909090909,"45-54","0.0-0.2"
"98169",23,"0",2,1,"1",0.5,"18-24","0.4-0.6"
"98197",36,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"98229",39,"1",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"98243",41,"0",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"98244",15,"1",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"98254",68,"1",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"98274",54,"1",4,1,"1",0.25,"45-54","0.2-0.4"
"98313",22,"0",8,1,"1",0.125,"18-24","0.0-0.2"
"98347",43,"1",7,1,"1",0.142857142857143,"35-44","0.0-0.2"
"98369",49,"1",10,1,"1",0.1,"45-54","0.0-0.2"
"98396",61,"0",12,1,"1",0.0833333333333333,"55-64","0.0-0.2"
"98427",79,"0",5,1,"1",0.2,"65+","0.2-0.4"
"98469",52,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"98497",30,"0",8,1,"1",0.125,"25-34","0.0-0.2"
"98529",63,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"98582",75,"1",11,1,"1",0.0909090909090909,"65+","0.0-0.2"
"98617",15,"1",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"98623",76,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"98645",21,"0",9,1,"1",0.111111111111111,"18-24","0.0-0.2"
"98646",23,"0",3,1,"1",0.333333333333333,"18-24","0.2-0.4"
"98651",49,"0",8,1,"1",0.125,"45-54","0.0-0.2"
"98666",68,"0",4,1,"1",0.25,"65+","0.2-0.4"
"98676",61,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"98677",78,"1",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"98708",34,"1",8,1,"1",0.125,"25-34","0.0-0.2"
"98777",9,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"98791",57,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"98796",77,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"98840",26,"0",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"98928",40,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"98956",23,"0",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"99069",78,"0",4,1,"1",0.25,"65+","0.2-0.4"
"99076",15,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"99083",39,"1",3,1,"1",0.333333333333333,"35-44","0.2-0.4"
"99159",64,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"99164",60,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"99177",42,"0",2,1,"1",0.5,"35-44","0.4-0.6"
"99182",76,"0",9,1,"1",0.111111111111111,"65+","0.0-0.2"
"99202",35,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"99208",76,"0",8,2,"1",0.25,"65+","0.2-0.4"
"99214",57,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"99256",49,"1",5,1,"1",0.2,"45-54","0.2-0.4"
"99300",39,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"99349",64,"1",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"99359",30,"0",3,1,"1",0.333333333333333,"25-34","0.2-0.4"
"99395",44,"1",10,1,"1",0.1,"35-44","0.0-0.2"
"99419",31,"1",10,1,"1",0.1,"25-34","0.0-0.2"
"99420",39,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"99429",53,"1",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"99443",33,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"99494",53,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"99532",34,"1",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"99561",79,"1",9,2,"1",0.222222222222222,"65+","0.2-0.4"
"99599",41,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"99608",67,"0",5,1,"1",0.2,"65+","0.2-0.4"
"99630",67,"1",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"99726",16,"1",5,1,"1",0.2,"18-","0.2-0.4"
"99728",72,"0",6,3,"1",0.5,"65+","0.4-0.6"
"99788",51,"0",4,1,"1",0.25,"45-54","0.2-0.4"
"99813",18,"1",5,1,"1",0.2,"18-","0.2-0.4"
"99825",12,"1",6,2,"1",0.333333333333333,"18-","0.2-0.4"
"99853",18,"1",5,1,"1",0.2,"18-","0.2-0.4"
"99854",43,"1",4,1,"1",0.25,"35-44","0.2-0.4"
"99879",72,"0",4,1,"1",0.25,"65+","0.2-0.4"
"99910",71,"1",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"99996",49,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"100023",43,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"100056",47,"1",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"100155",30,"1",8,1,"1",0.125,"25-34","0.0-0.2"
"100170",65,"1",4,1,"1",0.25,"65+","0.2-0.4"
"100189",45,"0",4,1,"1",0.25,"45-54","0.2-0.4"
"100219",42,"0",4,1,"1",0.25,"35-44","0.2-0.4"
"100244",20,"1",5,1,"1",0.2,"18-24","0.2-0.4"
"100257",25,"1",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"100258",69,"0",8,2,"1",0.25,"65+","0.2-0.4"
"100402",52,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"100417",17,"1",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"100422",53,"0",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"100466",61,"0",4,1,"1",0.25,"55-64","0.2-0.4"
"100479",57,"0",10,1,"1",0.1,"55-64","0.0-0.2"
"100531",29,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"100573",55,"0",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"100596",48,"0",10,1,"1",0.1,"45-54","0.0-0.2"
"100631",48,"0",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"100633",66,"0",9,1,"1",0.111111111111111,"65+","0.0-0.2"
"100645",42,"0",4,1,"1",0.25,"35-44","0.2-0.4"
"100653",28,"1",4,1,"1",0.25,"25-34","0.2-0.4"
"100663",39,"1",8,1,"1",0.125,"35-44","0.0-0.2"
"100682",74,"0",8,1,"1",0.125,"65+","0.0-0.2"
"100711",48,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"100716",78,"0",8,1,"1",0.125,"65+","0.0-0.2"
"100753",77,"1",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"100754",75,"0",8,1,"1",0.125,"65+","0.0-0.2"
"100788",60,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"100841",60,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"100876",35,"1",10,1,"1",0.1,"35-44","0.0-0.2"
"100893",64,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"100906",18,"0",2,1,"1",0.5,"18-","0.4-0.6"
"100918",19,"1",5,1,"1",0.2,"18-24","0.2-0.4"
"100975",77,"1",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"100978",33,"0",4,1,"1",0.25,"25-34","0.2-0.4"
"101035",60,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"101044",71,"0",4,1,"1",0.25,"65+","0.2-0.4"
"101065",15,"1",3,1,"1",0.333333333333333,"18-","0.2-0.4"
"101103",64,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"101180",15,"1",4,1,"1",0.25,"18-","0.2-0.4"
"101191",56,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"101205",13,"1",4,1,"1",0.25,"18-","0.2-0.4"
"101214",71,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"101321",30,"1",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"101351",43,"0",8,1,"1",0.125,"35-44","0.0-0.2"
"101361",69,"1",5,1,"1",0.2,"65+","0.2-0.4"
"101366",74,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"101370",45,"0",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"101386",63,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"101428",55,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"101434",59,"0",7,2,"1",0.285714285714286,"55-64","0.2-0.4"
"101490",50,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"101516",63,"0",3,2,"1",0.666666666666667,"55-64","0.6-0.8"
"101560",56,"0",4,1,"1",0.25,"55-64","0.2-0.4"
"101694",32,"1",5,1,"1",0.2,"25-34","0.2-0.4"
"101725",52,"0",4,1,"1",0.25,"45-54","0.2-0.4"
"101726",55,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"101776",31,"1",4,1,"1",0.25,"25-34","0.2-0.4"
"101865",49,"0",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"101910",73,"1",11,1,"1",0.0909090909090909,"65+","0.0-0.2"
"101922",17,"0",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"101989",51,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"102047",41,"0",11,1,"1",0.0909090909090909,"35-44","0.0-0.2"
"102057",73,"0",4,1,"1",0.25,"65+","0.2-0.4"
"102081",78,"1",9,1,"1",0.111111111111111,"65+","0.0-0.2"
"102090",39,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"102128",46,"1",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"102137",73,"0",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"102207",28,"0",10,1,"1",0.1,"25-34","0.0-0.2"
"102223",17,"1",3,1,"1",0.333333333333333,"18-","0.2-0.4"
"102235",66,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"102276",69,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"102289",70,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"102293",67,"1",4,1,"1",0.25,"65+","0.2-0.4"
"102306",41,"1",8,1,"1",0.125,"35-44","0.0-0.2"
"102351",32,"0",10,1,"1",0.1,"25-34","0.0-0.2"
"102357",36,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"102428",66,"0",5,1,"1",0.2,"65+","0.2-0.4"
"102451",17,"1",12,1,"1",0.0833333333333333,"18-","0.0-0.2"
"102454",49,"0",9,1,"1",0.111111111111111,"45-54","0.0-0.2"
"102484",15,"1",10,2,"1",0.2,"18-","0.2-0.4"
"102518",20,"0",3,1,"1",0.333333333333333,"18-24","0.2-0.4"
"102526",30,"1",3,1,"1",0.333333333333333,"25-34","0.2-0.4"
"102531",20,"1",4,1,"1",0.25,"18-24","0.2-0.4"
"102541",23,"0",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"102573",61,"1",3,1,"1",0.333333333333333,"55-64","0.2-0.4"
"102610",37,"1",2,1,"1",0.5,"35-44","0.4-0.6"
"102614",66,"0",9,1,"1",0.111111111111111,"65+","0.0-0.2"
"102622",21,"0",3,1,"1",0.333333333333333,"18-24","0.2-0.4"
"102623",40,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"102684",56,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"102686",51,"0",8,1,"1",0.125,"45-54","0.0-0.2"
"102726",21,"0",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"102760",73,"0",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"102804",65,"1",5,1,"1",0.2,"65+","0.2-0.4"
"102807",16,"1",14,1,"1",0.0714285714285714,"18-","0.0-0.2"
"102814",38,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"102839",65,"1",5,1,"1",0.2,"65+","0.2-0.4"
"102955",29,"1",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"102987",79,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"102988",17,"0",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"103035",33,"1",8,1,"1",0.125,"25-34","0.0-0.2"
"103056",32,"1",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"103060",68,"0",5,1,"1",0.2,"65+","0.2-0.4"
"103092",52,"1",10,1,"1",0.1,"45-54","0.0-0.2"
"103112",57,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"103156",27,"1",4,1,"1",0.25,"25-34","0.2-0.4"
"103203",36,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"103221",63,"1",12,1,"1",0.0833333333333333,"55-64","0.0-0.2"
"103241",57,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"103255",9,"1",5,1,"1",0.2,"18-","0.2-0.4"
"103274",23,"0",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"103283",16,"0",8,1,"1",0.125,"18-","0.0-0.2"
"103315",40,"0",5,1,"1",0.2,"35-44","0.2-0.4"
"103337",53,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"103353",17,"0",5,1,"1",0.2,"18-","0.2-0.4"
"103360",60,"0",9,1,"1",0.111111111111111,"55-64","0.0-0.2"
"103361",23,"1",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"103390",42,"1",9,1,"1",0.111111111111111,"35-44","0.0-0.2"
"103401",62,"1",10,1,"1",0.1,"55-64","0.0-0.2"
"103466",71,"0",5,1,"1",0.2,"65+","0.2-0.4"
"103509",32,"0",8,1,"1",0.125,"25-34","0.0-0.2"
"103526",49,"0",7,1,"1",0.142857142857143,"45-54","0.0-0.2"
"103537",60,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"103591",61,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"103595",78,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"103626",20,"1",2,1,"1",0.5,"18-24","0.4-0.6"
"103632",35,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"103692",30,"0",2,1,"1",0.5,"25-34","0.4-0.6"
"103787",16,"1",9,1,"1",0.111111111111111,"18-","0.0-0.2"
"103792",16,"1",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"103806",19,"1",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"103833",13,"1",8,1,"1",0.125,"18-","0.0-0.2"
"103834",23,"1",5,1,"1",0.2,"18-24","0.2-0.4"
"103876",43,"0",12,2,"1",0.166666666666667,"35-44","0.0-0.2"
"103878",46,"0",2,1,"1",0.5,"45-54","0.4-0.6"
"103880",71,"0",5,1,"1",0.2,"65+","0.2-0.4"
"103900",47,"1",5,1,"1",0.2,"45-54","0.2-0.4"
"103936",46,"1",5,1,"1",0.2,"45-54","0.2-0.4"
"103955",30,"1",10,1,"1",0.1,"25-34","0.0-0.2"
"103997",16,"0",4,1,"1",0.25,"18-","0.2-0.4"
"103998",53,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"104058",33,"1",11,1,"1",0.0909090909090909,"25-34","0.0-0.2"
"104166",18,"0",5,1,"1",0.2,"18-","0.2-0.4"
"104167",26,"1",3,1,"1",0.333333333333333,"25-34","0.2-0.4"
"104168",16,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"104172",21,"0",5,1,"1",0.2,"18-24","0.2-0.4"
"104192",44,"1",8,1,"1",0.125,"35-44","0.0-0.2"
"104249",21,"0",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"104261",21,"0",7,1,"1",0.142857142857143,"18-24","0.0-0.2"
"104331",20,"0",4,1,"1",0.25,"18-24","0.2-0.4"
"104338",17,"1",8,1,"1",0.125,"18-","0.0-0.2"
"104395",67,"0",1,1,"1",1,"65+","0.8-1.0"
"104487",47,"0",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"104490",62,"1",6,1,"1",0.166666666666667,"55-64","0.0-0.2"
"104507",17,"1",3,1,"1",0.333333333333333,"18-","0.2-0.4"
"104530",18,"0",2,1,"1",0.5,"18-","0.4-0.6"
"104556",61,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"104596",35,"1",1,1,"1",1,"35-44","0.8-1.0"
"104614",16,"1",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"104619",42,"1",10,1,"1",0.1,"35-44","0.0-0.2"
"104634",28,"1",4,1,"1",0.25,"25-34","0.2-0.4"
"104677",57,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"104693",46,"1",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"104706",51,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"104767",20,"1",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"104791",10,"1",7,1,"1",0.142857142857143,"18-","0.0-0.2"
"104802",14,"1",5,1,"1",0.2,"18-","0.2-0.4"
"104862",27,"1",7,2,"1",0.285714285714286,"25-34","0.2-0.4"
"104917",26,"1",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"104942",27,"1",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"104960",49,"0",8,1,"1",0.125,"45-54","0.0-0.2"
"104987",57,"1",9,3,"1",0.333333333333333,"55-64","0.2-0.4"
"105001",76,"0",10,1,"1",0.1,"65+","0.0-0.2"
"105013",59,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"105017",59,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"105029",67,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"105054",67,"1",4,1,"1",0.25,"65+","0.2-0.4"
"105089",59,"0",5,2,"1",0.4,"55-64","0.4-0.6"
"105101",58,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"105105",66,"0",3,1,"1",0.333333333333333,"65+","0.2-0.4"
"105157",61,"0",11,1,"1",0.0909090909090909,"55-64","0.0-0.2"
"105160",55,"1",8,1,"1",0.125,"55-64","0.0-0.2"
"105188",31,"0",6,1,"1",0.166666666666667,"25-34","0.0-0.2"
"105212",57,"1",10,1,"1",0.1,"55-64","0.0-0.2"
"105233",32,"1",4,1,"1",0.25,"25-34","0.2-0.4"
"105315",68,"1",5,1,"1",0.2,"65+","0.2-0.4"
"105361",38,"1",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"105451",74,"1",4,1,"1",0.25,"65+","0.2-0.4"
"105545",78,"0",5,1,"1",0.2,"65+","0.2-0.4"
"105561",62,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"105600",56,"0",14,1,"1",0.0714285714285714,"55-64","0.0-0.2"
"105621",22,"0",10,1,"1",0.1,"18-24","0.0-0.2"
"105692",70,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"105701",21,"1",4,1,"1",0.25,"18-24","0.2-0.4"
"105809",16,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"105822",68,"1",8,1,"1",0.125,"65+","0.0-0.2"
"105843",29,"0",7,1,"1",0.142857142857143,"25-34","0.0-0.2"
"105848",84,"1",4,1,"1",0.25,"65+","0.2-0.4"
"105853",79,"1",5,1,"1",0.2,"65+","0.2-0.4"
"105867",75,"0",7,1,"1",0.142857142857143,"65+","0.0-0.2"
"105869",54,"1",6,1,"1",0.166666666666667,"45-54","0.0-0.2"
"105878",57,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"105906",51,"0",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"105907",46,"1",3,1,"1",0.333333333333333,"45-54","0.2-0.4"
"105923",56,"0",1,1,"1",1,"55-64","0.8-1.0"
"105995",49,"1",10,1,"1",0.1,"45-54","0.0-0.2"
"106040",51,"0",5,1,"1",0.2,"45-54","0.2-0.4"
"106054",58,"1",5,1,"1",0.2,"55-64","0.2-0.4"
"106109",66,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"106111",58,"1",4,1,"1",0.25,"55-64","0.2-0.4"
"106119",70,"1",8,1,"1",0.125,"65+","0.0-0.2"
"106153",16,"1",8,1,"1",0.125,"18-","0.0-0.2"
"106155",55,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"106174",46,"1",4,1,"1",0.25,"45-54","0.2-0.4"
"106187",17,"1",6,1,"1",0.166666666666667,"18-","0.0-0.2"
"106217",57,"0",8,1,"1",0.125,"55-64","0.0-0.2"
"106235",80,"0",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"106254",24,"0",6,1,"1",0.166666666666667,"18-24","0.0-0.2"
"106271",40,"0",6,1,"1",0.166666666666667,"35-44","0.0-0.2"
"106279",38,"1",5,1,"1",0.2,"35-44","0.2-0.4"
"106300",46,"0",7,2,"1",0.285714285714286,"45-54","0.2-0.4"
"106348",61,"1",7,1,"1",0.142857142857143,"55-64","0.0-0.2"
"106364",58,"0",5,1,"1",0.2,"55-64","0.2-0.4"
"106375",53,"0",2,1,"1",0.5,"45-54","0.4-0.6"
"106417",70,"0",4,1,"1",0.25,"65+","0.2-0.4"
"106418",26,"0",5,1,"1",0.2,"25-34","0.2-0.4"
"106420",71,"1",6,1,"1",0.166666666666667,"65+","0.0-0.2"
"106430",36,"0",12,1,"1",0.0833333333333333,"35-44","0.0-0.2"
